"CITY","STATE","COUNTRY","GENDER","AGE","MARITAL_STATUS","PROFESSION","REPELLENT_NEGTWEETS","REPELLENT","TENT"
"Venezia","NA","Italy","M","29","Single","Professional","6","false","true"
"Innsbruck","NA","Austria","M","32","Married","Sales","6","false","true"
"San Leandro","CA","United States","M","27","Single","Other","1","true","false"
"Halifax","NS","Canada","M","30","Single","Trades","7","false","true"
"Omsk","NA","Russia","M","19","Single","Sales","12","false","true"
"Denver","CO","United States","F","39","Single","Retail","0","true","false"
"Schaumburg","IL","United States","M","25","Single","Trades","5","false","true"
"Novosibirsk","NA","Russia","M","39","Married","Other","3","false","true"
"Singapore","Singapore","Singapore","M","39","Married","Sales","0","true","true"
"Antwerpen","NA","Belgium","F","55","Married","Other","10","false","true"
"Southampton","NA","United Kingdom","M","25","Single","Other","11","false","true"
"Rostov-on-Don","NA","Russia","M","24","Single","Executive","6","false","true"
"Overland Park","KS","United States","M","24","Single","Other","6","false","true"
"Perth","WA","Australia","F","23","Single","Student","1","true","false"
"Qiqihaer","NA","China","F","58","Married","Other","8","false","true"
"Grenoble","NA","France","F","22","Single","Other","6","false","true"
"Ronana","MT","United States","F","38","Married","Other","2","true","true"
"Århus","NA","Denmark","M","36","Married","Sales","8","false","true"
"Singapore","Singapore","Singapore","M","39","Single","Executive","8","false","true"
"Catania","CT","Italy","M","48","Unspecified","Trades","5","false","true"
"Chandigarh","NA","India","M","34","Married","Trades","9","false","true"
"Stuttgart","NA","Germany","F","21","Married","Retail","1","true","true"
"Silkeborg","NA","Denmark","M","22","Single","Other","8","false","true"
"Lisle","IL","United States","M","40","Married","Trades","1","true","false"
"Pamplona","NA","Spain","F","31","Married","Hospitality","2","true","false"
"Changchun","NA","China","F","36","Unspecified","Other","2","true","false"
"Frogmore","NA","United Kingdom","M","30","Single","Trades","6","false","true"
"Trois-Rivières","QC","Canada","F","48","Married","Executive","1","true","true"
"Greenwhich","NA","United Kingdom","F","28","Married","Retail","0","true","false"
"Houston","TX","United States","F","22","Married","Other","2","true","false"
"Canberra","ACT","Australia","F","33","Single","Retail","0","true","false"
"Brisbane","Qld","Australia","F","34","Married","Retail","1","true","false"
"Renfrew","ON","Canada","F","39","Married","Other","0","true","false"
"Bielefeld","NA","Germany","M","26","Single","Professional","6","false","true"
"Sherbrooke","QC","Canada","F","32","Married","Other","9","false","true"
"Midwest City","OK","United States","M","26","Single","Sales","9","false","true"
"Sevilla","NA","Spain","M","38","Single","Professional","6","false","true"
"Singapore","Singapore","Singapore","F","25","Single","Professional","9","false","true"
"Kiyose","NA","Japan","M","23","Single","Trades","6","false","true"
"Salzburg","NA","Austria","M","29","Single","Professional","6","false","true"
"Stanford","CA","United States","F","45","Married","Hospitality","7","false","true"
"Caen","NA","France","M","28","Single","Trades","7","false","true"
"Little Chute","WI","United States","M","34","Married","Executive","7","false","true"
"Viborg","NA","Denmark","M","22","Single","Other","5","false","true"
"Brisbane","Qld","Australia","M","32","Married","Sales","9","false","true"
"Stevenage","NA","United Kingdom","F","36","Married","Other","7","false","true"
"Porto Alegre","BR-RS","Brazil","M","26","Single","Other","11","false","true"
"Sakai","NA","Japan","M","31","Single","Trades","9","false","true"
"Springfield","PA","United States","F","37","Married","Executive","2","true","false"
"Millstatt","NA","Austria","M","28","Single","Sales","6","false","true"
"Suwa","NA","Japan","M","28","Married","Executive","6","false","true"
"Nottingham","NA","United Kingdom","M","30","Married","Executive","7","false","true"
"Logroño","LO","Spain","F","33","Single","Retail","2","true","true"
"Palm Desert","CA","United States","M","23","Single","Trades","9","false","true"
"Whitehorse","YT","Canada","F","28","Married","Other","2","true","false"
"Genève","NA","Switzerland","M","19","Single","Trades","9","false","true"
"Brugge","NA","Belgium","M","20","Single","Other","7","false","true"
"Qingdao","NA","China","M","21","Single","Other","7","false","true"
"Lahti","NA","Finland","M","34","Single","Trades","6","false","true"
"Helsinki","NA","Finland","F","48","Married","Executive","5","false","true"
"Cixi","NA","China","M","29","Single","Professional","8","false","true"
"São João de Meriti","BR-RJ","Brazil","F","27","Married","Executive","7","false","true"
"Torino","TO","Italy","M","37","Married","Professional","9","false","true"
"Vernon","BC","Canada","M","23","Single","Professional","6","false","true"
"Monterey","NA","Mexico","F","47","Married","Executive","6","false","true"
"Lisle","IL","United States","M","20","Single","Trades","5","false","true"
"Brussel","NA","Belgium","M","34","Unspecified","Professional","6","false","true"
"Tolyatti","NA","Russia","F","44","Married","Executive","8","false","true"
"Regina","SK","Canada","M","30","Single","Other","8","false","true"
"Barnaul","NA","Russia","M","27","Single","Sales","7","false","true"
"Tampico","NA","Mexico","F","47","Married","Executive","6","false","true"
"Cixi","NA","China","F","35","Married","Executive","2","true","false"
"Palermo","PA","Italy","F","27","Married","Retail","0","true","false"
"Houston","TX","United States","F","47","Married","Other","10","false","true"
"Caen","NA","France","M","26","Single","Professional","7","false","true"
"Bromley","NA","United Kingdom","M","28","Single","Other","7","false","true"
"Fuquay Varina","NC","United States","M","35","Married","Other","5","false","true"
"Shimonoseki","NA","Japan","M","28","Single","Trades","9","false","true"
"Rouen","NA","France","M","30","Single","Professional","7","false","true"
"Barnet","NA","United Kingdom","M","31","Single","Trades","0","false","true"
"Nimes","NA","France","M","37","Married","Trades","5","false","true"
"Chemnitz","NA","Germany","F","41","Married","Executive","2","true","false"
"Lille","NA","France","F","32","Married","Other","6","false","true"
"Rancho Santa Margarita","CA","United States","M","42","Married","Trades","8","false","true"
"Bellinzona","NA","Switzerland","F","30","Married","Other","3","true","false"
"Sunderland","NA","United Kingdom","M","19","Single","Professional","13","false","true"
"Eastbourne","NA","United Kingdom","M","34","Single","Other","6","false","true"
"Nimes","NA","France","F","40","Married","Other","2","true","false"
"Osasco","BR-SP","Brazil","F","22","Single","Other","6","false","true"
"Metz","NA","France","M","39","Married","Trades","5","false","true"
"Singapore","Singapore","Singapore","M","28","Single","Trades","6","false","true"
"Graz","NA","Austria","M","40","Married","Other","7","false","true"
"Qiqihaer","NA","China","M","33","Single","Other","8","false","true"
"Clermont-Ferrand","NA","France","F","31","Married","Hospitality","6","false","true"
"Stuttgart","NA","Germany","M","36","Married","Executive","10","false","true"
"Basel","NA","Switzerland","F","30","Married","Other","11","false","true"
"Shijiazhuang","NA","China","F","24","Single","Student","6","false","true"
"Milano","NA","Italy","M","20","Single","Other","2","false","true"
"Firenze","NA","Italy","F","20","Married","Other","0","true","false"
"Melk","NA","Austria","F","35","Married","Other","2","true","false"
"Chengdu","NA","China","M","20","Single","Professional","6","false","true"
"Le Mans","NA","France","M","36","Unspecified","Sales","7","false","true"
"Niquelândia","BR-GO","Brazil","M","19","Single","Sales","4","false","true"
"Strasburg","CO","United States","M","29","Single","Trades","7","false","true"
"Bhopal","NA","India","F","36","Married","Other","1","true","true"
"Irapuato","NA","Mexico","F","20","Married","Other","4","false","true"
"Changsha","NA","China","M","29","Single","Professional","2","false","true"
"Changsha","NA","China","F","31","Married","Other","1","true","false"
"Karlstad","NA","Sweden","M","24","Single","Sales","5","false","true"
"Turnhout","NA","Belgium","F","29","Married","Other","2","true","false"
"Salamanca","NA","Spain","F","20","Married","Other","0","true","false"
"Gijón","O","Spain","M","23","Single","Professional","5","false","true"
"São João de Meriti","BR-RJ","Brazil","M","19","Single","Trades","4","false","true"
"Genève","NA","Switzerland","F","24","Single","Other","2","true","false"
"Sydney","NSW","Australia","F","35","Unspecified","Hospitality","5","false","true"
"Kirensk","NA","Russia","M","22","Single","Executive","7","false","true"
"Newham","NA","United Kingdom","M","20","Single","Retail","6","false","true"
"Dübendorf","NA","Switzerland","M","19","Single","Professional","5","false","true"
"Portland","OR","United States","M","20","Single","Trades","9","false","true"
"Tilburg","NA","Netherlands","F","38","Unspecified","Other","2","true","false"
"Västerås","NA","Sweden","M","20","Single","Other","9","false","true"
"Queretaro","NA","Mexico","M","29","Single","Professional","3","false","true"
"Musashino","NA","Japan","M","43","Married","Trades","3","false","true"
"Hadano","NA","Japan","F","34","Married","Other","2","true","false"
"San Pedro Garza García","NA","Mexico","M","25","Single","Trades","3","false","true"
"Nimes","NA","France","F","30","Single","Retail","1","true","false"
"São Paulo","BR-SP","Brazil","M","41","Married","Executive","2","true","true"
"Singapore","Singapore","Singapore","M","27","Single","Other","10","false","true"
"Beijing","NA","China","M","30","Single","Student","9","false","true"
"Charlottetown","PE","Canada","M","29","Single","Other","5","false","true"
"Watertown","NY","United States","F","33","Married","Hospitality","6","false","true"
"Columbus","OH","United States","M","31","Married","Sales","5","false","true"
"Caen","NA","France","M","28","Married","Sales","4","false","true"
"Dübendorf","NA","Switzerland","M","21","Single","Trades","5","false","true"
"Petrópolis","BR-RJ","Brazil","M","37","Married","Trades","0","true","false"
"Singapore","Singapore","Singapore","M","30","Single","Other","5","false","true"
"Paranaguá","BR-PR","Brazil","M","19","Single","Trades","4","false","true"
"Ajmer","NA","India","M","43","Married","Sales","6","false","true"
"Gendale","AZ","United States","M","30","Single","Other","6","false","true"
"Córdoba","NA","Spain","F","44","Married","Other","2","true","true"
"Cangzhou","NA","China","F","20","Single","Other","1","true","false"
"Singapore","Singapore","Singapore","M","39","Married","Other","9","false","true"
"Beijing","NA","China","M","25","Single","Sales","5","false","true"
"Skive","NA","Denmark","F","31","Married","Executive","2","true","false"
"Metz","NA","France","F","23","Single","Other","4","false","true"
"Perth","WA","Australia","M","28","Single","Other","7","false","true"
"Bari","NA","Italy","F","38","Married","Executive","7","false","true"
"Viborg","NA","Denmark","F","26","Married","Retail","1","true","true"
"Sakai","NA","Japan","M","28","Single","Professional","8","false","true"
"Oviedo","O","Spain","M","43","Married","Other","8","false","true"
"Itajaí","BR-SC","Brazil","M","25","Single","Sales","6","false","true"
"Plymouth","NA","United Kingdom","F","40","Married","Other","8","false","true"
"Raigarh","CG","India","M","36","Married","Trades","7","false","true"
"Tolyatti","NA","Russia","M","20","Single","Sales","7","false","true"
"Århus","NA","Denmark","M","31","Single","Other","7","false","true"
"Bremen","NA","Germany","M","22","Single","Student","3","false","true"
"Genova","NA","Italy","F","32","Married","Hospitality","9","false","true"
"Venezia","VE","Italy","F","41","Married","Other","8","false","true"
